;from;to;weight;book
1687;Vattier;Vilgefortz;3;6
1688;Vattier;Rience;5;6
1689;Rience;Vilgefortz;12;6
1690;Vilgefortz;Vattier;2;6
1691;Vilgefortz;Rience;9;6
1692;Rience;Vattier;8;6
1693;Ceallach;Rience;2;6
1694;Ceallach;Meve;1;6
1695;Meve;Rience;1;6
1696;Meve;Cahir;1;6
1697;Rience;Cahir;1;6
1698;Vattier;Stefan;3;6
1699;Rience;Stefan;1;6
1700;Vattier;Carthia;2;6
1701;Emhyr;Vattier;2;6
1702;Stefan;Rience;3;6
1703;Stefan;Vattier;1;6
1704;Carthia;Vattier;1;6
1705;Cahir;Forest;1;6
1706;Cahir;Ciri;5;6
1707;Forest;Ciri;1;6
1708;Forest;Geralt;1;6
1709;Geralt;Cahir;24;6
1710;Dandelion;Geralt;6;6
1711;Falka;Joanna;1;6
1712;Baron;Falka;4;6
1713;Kelpie;Vysogota;1;6
1714;Kelpie;Baron;1;6
1715;Emhyr;Leo;1;6
1716;Leo;Ciri;3;6
1717;Ciri;Windsor;2;6
1718;Ciri;Leo;1;6
1719;Windsor;Baron;2;6
1720;Windsor;Ciri;4;6
1721;Leo;Falka;1;6
1722;Baron;Windsor;2;6
1723;Windsor;Leo;1;6
1724;Falka;Windsor;2;6
1725;Windsor;Falka;1;6
1726;Stavro;Baron;3;6
1727;Stavro;Ciri;6;6
1728;Ciri;Stavro;3;6
1729;Little;Stavro;1;6
1730;Stavro;Falka;1;6
1731;Windsor;Stavro;1;6
1732;Cahir;Milva;7;6
1733;Beau;Geralt;3;6
1734;Dandelion;Vissegerd;3;6
1735;Vissegerd;Meve;1;6
1736;Cahir;Beau;1;6
1737;Beau;Ciri;1;6
1738;Emhyr;Cahir;1;6
1739;Emhyr;Geralt;2;6
1740;Two;Cahir;1;6
1741;Yennefer;Vysogota;1;6
1742;Geralt;Vysogota;1;6
1743;Geralt;Golan;1;6
1744;Golan;Geralt;1;6
1745;Two;Geralt;3;6
1746;Geralt;Beau;2;6
1747;Sword;Geralt;1;6
1748;Codringher;Geralt;1;6
1749;Geralt;Codringher;1;6
1750;Geralt;Vilgefortz;1;6
1751;Codringher;Vilgefortz;1;6
1752;Cahir;Two;1;6
1753;Geralt;Emiel;1;6
1754;Geralt;Aen;1;6
1755;Aen;Ithlinne;1;6
1756;Geralt;Ithlinne;1;6
1757;Geralt;Julia;1;6
1758;Julia;Baron;2;6
1759;Julia;Two;1;6
1760;Baron;Two;1;6
1761;Baron;Dandelion;1;6
1762;Baron;Julia;1;6
1763;Dandelion;Julia;3;6
1764;Julia;Beau;1;6
1765;Beau;Baron;1;6
1766;Geralt;Baron;3;6
1767;Baron;Anna;1;6
1768;Anna;Geralt;1;6
1769;Milva;Beau;1;6
1770;Dandelion;Beau;1;6
1771;Beau;Julia;1;6
1772;Julia;Geralt;1;6
1773;Baron;Beau;1;6
1774;Milva;Emiel;1;6
1775;Emiel;Geralt;1;6
1776;Count;Radovid;3;6
1777;Radovid;Count;1;6
1778;Radovid;King;3;6
1779;Baron;Count;1;6
1780;Esterad;Zuleyka;8;6
1781;Esterad;King;4;6
1782;King;Zuleyka;3;6
1783;King;Philippa;1;6
1784;King;Esterad;3;6
1785;King;Blue;1;6
1786;Blue;Esterad;1;6
1787;Emhyr;King;1;6
1788;King;Demavend;1;6
1789;King;Henselt;1;6
1790;King;Emhyr;2;6
1791;Demavend;Henselt;1;6
1792;Demavend;King;1;6
1793;Demavend;Emhyr;1;6
1794;Demavend;Foltest;1;6
1795;Henselt;King;1;6
1796;Henselt;Emhyr;1;6
1797;Henselt;Foltest;1;6
1798;King;Foltest;2;6
1799;Emhyr;Foltest;4;6
1800;Carthia;Assire;1;6
1801;Assire;Vattier;3;6
1802;Vattier;Assire;5;6
1803;Assire;Menno;1;6
1804;Menno;Assire;1;6
1805;Assire;Carthia;3;6
1806;Assire;Emhyr;1;6
1807;Assire;Fringilla;2;6
1808;Fringilla;Assire;2;6
1809;Assire;Philippa;3;6
1810;Philippa;Assire;2;6
1811;Fergus;Emhyr;1;6
1812;Emhyr;Esterad;3;6
1813;Foltest;Esterad;1;6
1814;Zuleyka;Esterad;5;6
1815;Esterad;Ciri;1;6
1816;Esterad;Emhyr;1;6
1817;Zuleyka;Lebioda;4;6
1818;Lebioda;Emhyr;1;6
1819;Emhyr;Zuleyka;1;6
1820;Jacob;Esterad;1;6
1821;Lebioda;Esterad;2;6
1822;Lebioda;Zuleyka;2;6
1823;Esterad;Lebioda;1;6
1824;Lebioda;King;1;6
1825;Duke;Esterad;3;6
1826;Esterad;Duke;2;6
1827;Julia;Zuleyka;1;6
1828;Zuleyka;Duke;1;6
1829;Zuleyka;King;1;6
1830;King;Baron;1;6
1831;Ciri;Zuleyka;1;6
1832;Esterad;Ithlinne;1;6
1833;Vilgefortz;Yennefer;3;6
1834;Yennefer;Vilgefortz;7;6
1835;Vilgefortz;Philippa;2;6
1836;Two;Yennefer;1;6
1837;Crach;Ciri;5;6
1838;Ciri;Crach;6;6
1839;Fringilla;Philippa;1;6
1840;Philippa;Crach;1;6
1841;Crach;Yennefer;10;6
1842;Crach;Calanthe;1;6
1843;Yennefer;Calanthe;1;6
1844;Ciri;Yennefer;10;6
1845;Crach;Pavetta;2;6
1846;Ciri;Pavetta;2;6
1847;Pavetta;Yennefer;2;6
1848;Pavetta;Geralt;1;6
1849;Pavetta;Crach;2;6
1850;Yennefer;Geralt;3;6
1851;Geralt;Crach;1;6
1852;Sigrdrifa;Crach;1;6
1853;Sigrdrifa;Yennefer;6;6
1854;Yennefer;Sigrdrifa;7;6
1855;Sigrdrifa;Ciri;4;6
1856;Ciri;Sigrdrifa;1;6
1857;Geralt;Fringilla;1;6
1858;Emhyr;Vissegerd;1;6
1859;Ciri;Vissegerd;1;6
1860;Triss;Crach;5;6
1861;Crach;Philippa;2;6
1862;Triss;Yennefer;3;6
1863;Triss;Ciri;5;6
1864;Crach;Sigrdrifa;1;6
1865;Sigrdrifa;Vilgefortz;1;6
1866;Vilgefortz;Crach;1;6
1867;Crach;Triss;1;6
1868;Ciri;Triss;3;6
1869;Ciri;Vilgefortz;3;6
1870;Vysogota;Asse;2;6
1871;Asse;Kelpie;2;6
1872;Vissegerd;Geralt;1;6
1873;Vissegerd;Dandelion;1;6
1874;Geralt;Vissegerd;1;6
1875;Vissegerd;Ciri;1;6
1876;Yennefer;Hjalmar;3;6
1877;Crach;Hjalmar;3;6
1878;Yennefer;Pavetta;1;6
1879;Hjalmar;Ciri;1;6
1880;Hjalmar;Pavetta;1;6
1881;Calanthe;Radovid;1;6
1882;Calanthe;Hjalmar;2;6
1883;Ciri;Radovid;1;6
1884;Ciri;Hjalmar;2;6
1885;Radovid;Calanthe;1;6
1886;Radovid;Ciri;1;6
1887;Radovid;Hjalmar;1;6
1888;Hjalmar;Crach;4;6
1889;Hjalmar;Yennefer;1;6
1890;Yennefer;Philippa;2;6
1891;Philippa;Yennefer;2;6
1892;Philippa;Ciri;3;6
1893;Philippa;Vilgefortz;1;6
1894;Triss;Geralt;1;6
1895;Crach;Two;1;6
1896;Joanna;Stefan;1;6
1897;Yennefer;Rience;3;6
1898;Rience;Ciri;2;6
1899;Ciri;Rience;3;6
1900;Vysogota;Rience;1;6
1901;Rience;Vysogota;1;6
1902;Rience;Falka;2;6
1903;Rience;Emhyr;1;6
1904;Vilgefortz;Sir;2;6
1905;Vilgefortz;Ithlinne;1;6
1906;Sir;Ithlinne;1;6
1907;Vilgefortz;Ardal;1;6
1908;Ardal;Emhyr;1;6
1909;Emhyr;Stefan;1;6
1910;Rience;Duke;1;6
1911;Duke;Vattier;2;6
1912;Two;Sir;1;6
1913;Vysogota;Yennefer;1;6
1914;Falka;Ori;1;6
1915;Jan;Two;1;6
1916;Two;Jan;1;6
1917;Falka;Rience;1;6
1918;Ciri;Jan;2;6
1919;Jan;Ciri;2;6
1920;Iola;Milo;1;6
1921;Iola;Nenneke;3;6
1922;Milo;Nenneke;1;6
1923;Iola;Jarre;1;6
1924;Ciri;Nenneke;2;6
1925;Iola;Ciri;1;6
1926;Iola;Triss;1;6
1927;Triss;Nenneke;1;6
1928;Nenneke;Ciri;1;6
1929;Ciri;Jarre;2;6
1930;Jarre;Ciri;2;6
1931;Jarre;Nenneke;1;6
1932;Vilgefortz;Ciri;1;6
1933;Vilgefortz;Triss;1;6
1934;Rience;Ori;1;6
1935;Rience;Yennefer;1;6
1936;Kelpie;Iola;1;6
1937;Mistle;Geralt;1;6
1938;Arthur;Merlin;3;7
1939;Merlin;Arthur;1;7
1940;Merlin;Sir;2;7
1941;Arthur;Sir;1;7
1942;Nimue;Dandelion;3;7
1943;Dandelion;Nimue;1;7
1944;Dandelion;Two;1;7
1945;Nimue;Two;1;7
1946;Geralt;Nimue;1;7
1947;Yennefer;Nimue;2;7
1948;Beau;Ciri;5;7
1949;Ciri;Nimue;4;7
1950;Nimue;Ciri;9;7
1951;Ciri;Lydia;1;7
1952;Lydia;Nimue;1;7
1953;Stella;Count;2;7
1954;Stella;Emhyr;6;7
1955;Count;Emhyr;6;7
1956;Count;Stella;4;7
1957;Emhyr;Vattier;2;7
1958;Emhyr;Stella;3;7
1959;Emhyr;Count;1;7
1960;Emhyr;Beau;1;7
1961;Nimue;Emhyr;2;7
1962;Emhyr;Nimue;1;7
1963;Nimue;King;2;7
1964;Emhyr;King;1;7
1965;King;Ciri;3;7
1966;Ciri;Emhyr;7;7
1967;Dandelion;Jan;1;7
1968;Jan;Nimue;1;7
1969;Cahir;Count;1;7
1970;Cahir;Dandelion;4;7
1971;Count;Dandelion;1;7
1972;Dandelion;Geralt;15;7
1973;Nimue;Geralt;1;7
1974;Geralt;Dandelion;28;7
1975;Geralt;Count;1;7
1976;Dandelion;Count;3;7
1977;Margarita;Francesca;4;7
1978;Francesca;Ida;3;7
1979;Ciri;Vilgefortz;15;7
1980;Yennefer;Jan;1;7
1981;Jan;Vilgefortz;1;7
1982;Vilgefortz;Ciri;11;7
1983;Vilgefortz;Yennefer;19;7
1984;Ciri;Yennefer;40;7
1985;Yennefer;Ciri;44;7
1986;Yennefer;Vilgefortz;20;7
1987;Yennefer;Geralt;25;7
1988;Geralt;Ciri;34;7
1989;Geralt;Yennefer;15;7
1990;Vilgefortz;Emhyr;7;7
1991;Emhyr;Stefan;2;7
1992;Emhyr;Yennefer;3;7
1993;Stefan;Yennefer;2;7
1994;Stefan;Vilgefortz;3;7
1995;Yennefer;Stefan;2;7
1996;Nimue;Everett;1;7
1997;Reynart;Geralt;7;7
1998;Reynard;Geralt;1;7
1999;Beau;Geralt;3;7
2000;Beau;Roach;1;7
2001;Geralt;Roach;2;7
2002;Sir;Geralt;3;7
2003;Sir;Milva;1;7
2004;Geralt;Milva;14;7
2005;Geralt;Cahir;11;7
2006;Milva;Cahir;6;7
2007;Cahir;Milva;8;7
2008;Cahir;Beau;1;7
2009;Milva;Beau;1;7
2010;Reynart;Anna;2;7
2011;Anna;Reynart;1;7
2012;Anna;Dandelion;3;7
2013;Anna;Julia;2;7
2014;Anna;Sir;1;7
2015;Reynart;Dandelion;3;7
2016;Reynart;Julia;1;7
2017;Reynart;Sir;1;7
2018;Dandelion;Julia;5;7
2019;Dandelion;Sir;1;7
2020;Julia;Sir;1;7
2021;Julia;Geralt;3;7
2022;Geralt;Sir;3;7
2023;Cahir;Reynart;2;7
2024;Reynart;Count;1;7
2025;Count;Geralt;3;7
2026;Geralt;Reynart;11;7
2027;Reynart;Two;1;7
2028;Geralt;Two;2;7
2029;Two;Reynart;1;7
2030;Reynart;Beau;3;7
2031;Beau;Reynart;3;7
2032;Beau;Cahir;2;7
2033;Geralt;Beau;8;7
2034;Reynart;Cahir;2;7
2035;Dandelion;Milva;2;7
2036;Geralt;Julia;1;7
2037;Beau;Julia;2;7
2038;Beau;Dandelion;3;7
2039;Julia;Dandelion;5;7
2040;Anna;Geralt;3;7
2041;Geralt;Anna;1;7
2042;Beau;Anna;1;7
2043;Dandelion;Fringilla;4;7
2044;Fringilla;Geralt;12;7
2045;Geralt;Fringilla;22;7
2046;Reynart;Milva;2;7
2047;Fringilla;Milva;4;7
2048;Anna;Ciri;2;7
2049;Dandelion;Ciri;7;7
2050;Ciri;Pavetta;2;7
2051;Ciri;Dandelion;12;7
2052;Emhyr;Geralt;4;7
2053;Milva;Geralt;9;7
2054;Geralt;Baron;3;7
2055;Geralt;Palmerin;2;7
2056;Baron;Palmerin;1;7
2057;Palmerin;Baron;2;7
2058;Palmerin;Geralt;1;7
2059;Milva;Reynart;1;7
2060;Milva;Ciri;1;7
2061;Count;Fringilla;1;7
2062;Baron;Anna;1;7
2063;Dandelion;Emiel;1;7
2064;Emiel;Geralt;4;7
2065;Milva;Fringilla;2;7
2066;Milva;Baron;6;7
2067;Fringilla;Baron;1;7
2068;Baron;Geralt;1;7
2069;Baron;Milva;7;7
2070;Milva;Seven;1;7
2071;Baron;Seven;1;7
2072;Seven;Baron;1;7
2073;Seven;Milva;1;7
2074;Geralt;Gar;1;7
2075;Fringilla;Fulko;3;7
2076;Reynart;Roach;1;7
2077;Sir;Dandelion;1;7
2078;Sir;Cahir;1;7
2079;Dandelion;Cahir;2;7
2080;Dandelion;Roach;2;7
2081;Ciri;Fringilla;3;7
2082;Fringilla;Dandelion;3;7
2083;Jan;Fringilla;1;7
2084;Jan;Geralt;2;7
2085;Geralt;King;2;7
2086;Roach;Two;2;7
2087;Cahir;Baron;1;7
2088;Baron;Dandelion;2;7
2089;Milva;Dandelion;1;7
2090;Cahir;Geralt;10;7
2091;Beau;Fringilla;1;7
2092;Fringilla;Philippa;9;7
2093;Fringilla;Yennefer;3;7
2094;Philippa;Fringilla;6;7
2095;Philippa;Yennefer;1;7
2096;Keira;Philippa;2;7
2097;Keira;Fringilla;3;7
2098;Philippa;Margarita;3;7
2099;Philippa;Sabrina;4;7
2100;Fringilla;Margarita;1;7
2101;Fringilla;Sabrina;3;7
2102;Margarita;Sabrina;1;7
2103;Sabrina;Ida;1;7
2104;Ida;Assire;2;7
2105;Fringilla;Ciri;2;7
2106;Fringilla;Triss;3;7
2107;Ciri;Triss;12;7
2108;Ciri;Philippa;3;7
2109;Triss;Philippa;4;7
2110;Fringilla;Little;1;7
2111;Dandelion;Little;1;7
2112;Little;Fringilla;1;7
2113;Baron;Cahir;1;7
2114;Fringilla;Cahir;2;7
2115;Cahir;Fringilla;5;7
2116;Cahir;Ciri;5;7
2117;Vilgefortz;Vattier;1;7
2118;Vilgefortz;Joachim;1;7
2119;Ardal;Emhyr;1;7
2120;Stefan;Joachim;1;7
2121;Morvran;Count;1;7
2122;Emhyr;Ardal;2;7
2123;Ardal;Joachim;2;7
2124;Ardal;Stefan;1;7
2125;Ardal;Vilgefortz;1;7
2126;Joachim;Stefan;1;7
2127;Joachim;Vilgefortz;2;7
2128;Joachim;Emhyr;4;7
2129;Stefan;Emhyr;3;7
2130;Emhyr;Joachim;3;7
2131;Yennefer;Emhyr;2;7
2132;Yennefer;Ardal;1;7
2133;Yennefer;Joachim;1;7
2134;Ardal;Count;1;7
2135;Joachim;Count;1;7
2136;Count;Vilgefortz;1;7
2137;Vilgefortz;Stefan;1;7
2138;Fringilla;Vilgefortz;6;7
2139;Vilgefortz;Fringilla;4;7
2140;Vilgefortz;Geralt;14;7
2141;Vilgefortz;Philippa;2;7
2142;Fringilla;Keira;1;7
2143;Philippa;Vilgefortz;3;7
2144;Philippa;Keira;1;7
2145;Vilgefortz;Keira;1;7
2146;Vilgefortz;Sabrina;1;7
2147;Keira;Sabrina;2;7
2148;Sabrina;Fringilla;3;7
2149;Fringilla;Assire;4;7
2150;Guy;Geralt;1;7
2151;Guy;Reynart;1;7
2152;Fringilla;Beau;1;7
2153;Philippa;Francesca;3;7
2154;Philippa;Ida;1;7
2155;Sabrina;Philippa;4;7
2156;Sabrina;Vilgefortz;1;7
2157;Philippa;Triss;2;7
2158;Margarita;Fringilla;1;7
2159;Margarita;Triss;1;7
2160;Fringilla;Francesca;1;7
2161;Triss;Francesca;1;7
2162;Triss;Assire;1;7
2163;Francesca;Assire;2;7
2164;Francesca;Philippa;3;7
2165;Assire;Philippa;4;7
2166;Assire;Fringilla;1;7
2167;Assire;Sabrina;2;7
2168;Ciri;Kelpie;25;7
2169;Kelpie;Ciri;36;7
2170;Kelpie;Vesemir;1;7
2171;Vesemir;Ciri;1;7
2172;Eredin;Ciri;16;7
2173;Ciri;Eredin;13;7
2174;Ciri;Aen;9;7
2175;Aen;Eredin;2;7
2176;Ciri;Auberon;9;7
2177;Auberon;Aen;3;7
2178;Auberon;King;3;7
2179;Aen;Auberon;1;7
2180;Aen;King;1;7
2181;Auberon;Eredin;3;7
2182;Eredin;Auberon;2;7
2183;Auberon;Ciri;6;7
2184;Ciri;Gar;1;7
2185;Eredin;Gar;1;7
2186;Gar;Ciri;1;7
2187;Gar;Eredin;1;7
2188;Aen;Ciri;7;7
2189;Auberon;Geralt;2;7
2190;Ciri;King;4;7
2191;Vysogota;Ciri;2;7
2192;Vysogota;Yennefer;1;7
2193;Ciri;Vysogota;2;7
2194;Vysogota;Geralt;2;7
2195;Kelpie;Aen;1;7
2196;Kelpie;Eredin;1;7
2197;Eredin;Kelpie;3;7
2198;Ciri;Anna;1;7
2199;Anna;Eredin;1;7
2200;King;Kayleigh;1;7
2201;Kayleigh;King;1;7
2202;Kayleigh;Ciri;1;7
2203;Eredin;Vysogota;1;7
2204;Ciri;Little;2;7
2205;Ciri;Ihuarraquax;3;7
2206;Little;Ihuarraquax;1;7
2207;Little;Ciri;3;7
2208;Ihuarraquax;Ciri;2;7
2209;Ihuarraquax;Little;1;7
2210;Gar;Little;1;7
2211;Kelpie;Little;2;7
2212;Ihuarraquax;Kelpie;1;7
2213;Kelpie;Seven;1;7
2214;Little;Seven;1;7
2215;Seven;Little;1;7
2216;Seven;Ciri;1;7
2217;King;Menno;1;7
2218;Jarre;Milton;2;7
2219;Milton;Jarre;2;7
2220;Jarre;Jan;1;7
2221;Jan;Jarre;1;7
2222;Jarre;Sir;1;7
2223;Sir;Jarre;1;7
2224;Jarre;Two;3;7
2225;Two;Jarre;2;7
2226;Jarre;Geralt;1;7
2227;Jarre;Nenneke;3;7
2228;Jarre;Ciri;4;7
2229;Geralt;Nenneke;1;7
2230;Geralt;Triss;1;7
2231;Nenneke;Ciri;1;7
2232;Nenneke;Triss;6;7
2233;Jarre;King;1;7
2234;Adam;Julia;5;7
2235;Jarre;Dennis;4;7
2236;Dennis;Jarre;5;7
2237;Dennis;Nenneke;3;7
2238;Nenneke;Dennis;1;7
2239;Nenneke;Jarre;3;7
2240;Sheldon;Jarre;1;7
2241;Jarre;Sheldon;1;7
2242;Sheldon;Zoltan;1;7
2243;Sheldon;Menno;1;7
2244;Zoltan;Menno;1;7
2245;Zoltan;Jarre;3;7
2246;Menno;Jarre;1;7
2247;Zoltan;Dennis;2;7
2248;Zoltan;Vissegerd;1;7
2249;Zoltan;Julia;1;7
2250;Dennis;Vissegerd;1;7
2251;Dennis;Julia;1;7
2252;Vissegerd;Julia;1;7
2253;Vissegerd;Dennis;1;7
2254;Julia;Dennis;1;7
2255;Julia;Yarpen;1;7
2256;Dennis;Yarpen;1;7
2257;Dennis;Emhyr;1;7
2258;Yarpen;Emhyr;1;7
2259;Emhyr;Zoltan;1;7
2260;Dennis;Zoltan;1;7
2261;Jarre;Zoltan;1;7
2262;Dennis;Ciri;1;7
2263;Ciri;Nenneke;1;7
2264;Kelpie;Ihuarraquax;1;7
2265;Kelpie;Two;1;7
2266;Two;Kelpie;1;7
2267;Two;Ciri;3;7
2268;King;Nimue;1;7
2269;Fabio;Yennefer;1;7
2270;Ciri;Geralt;28;7
2271;Geralt;Kelpie;3;7
2272;King;Geralt;3;7
2273;Nimue;Ithlinne;1;7
2274;Ithlinne;Nimue;2;7
2275;Nimue;Jan;1;7
2276;Ciri;Jarre;3;7
2277;Jarre;Anna;1;7
2278;Puttkammer;Baron;1;7
2279;Puttkammer;Field;1;7
2280;Field;Puttkammer;1;7
2281;Puttkammer;Seven;1;7
2282;Julia;Adam;1;7
2283;Bronibor;Adam;1;7
2284;Bronibor;Barclay;1;7
2285;Adam;Barclay;1;7
2286;Jarre;Field;2;7
2287;Jarre;Menno;1;7
2288;Field;Menno;3;7
2289;Menno;Field;2;7
2290;Field;Ramon;1;7
2291;Iola;Marti;3;7
2292;Marti;Iola;6;7
2293;King;Sword;1;7
2294;King;Assire;1;7
2295;King;Philippa;3;7
2296;Iola;Shani;3;7
2297;Shani;Marti;1;7
2298;Adam;Jarre;1;7
2299;Aubry;Julia;1;7
2300;Barclay;Aubry;3;7
2301;Aubry;Foltest;2;7
2302;Foltest;Aubry;1;7
2303;Aubry;Barclay;2;7
2304;Two;Barclay;1;7
2305;Julia;Aubry;1;7
2306;Julia;Marti;1;7
2307;Marti;Shani;3;7
2308;Shani;Iola;4;7
2309;Menno;Isengrim;2;7
2310;Isengrim;Menno;1;7
2311;Menno;Iola;1;7
2312;Triss;Nenneke;7;7
2313;Jarre;Triss;1;7
2314;Count;Gar;1;7
2315;Marti;Daniel;1;7
2316;Marti;Count;1;7
2317;Daniel;Count;1;7
2318;Count;Shani;1;7
2319;Adam;Foltest;1;7
2320;Adam;Bronibor;1;7
2321;Julia;Foltest;1;7
2322;Julia;Bronibor;1;7
2323;Foltest;Bronibor;1;7
2324;Iola;Yaevinn;1;7
2325;Kobus;Count;1;7
2326;Puttkammer;Menno;1;7
2327;Menno;Puttkammer;1;7
2328;Sir;Seven;1;7
2329;Elan;Seven;1;7
2330;Jarre;Bronibor;4;7
2331;Bronibor;Jarre;2;7
2332;Bronibor;Seven;1;7
2333;Field;Bronibor;1;7
2334;Menno;Sievers;1;7
2335;Sievers;Seven;1;7
2336;Sievers;Field;1;7
2337;Zoltan;Munro;1;7
2338;Zoltan;Guy;1;7
2339;Munro;Guy;1;7
2340;Munro;Field;1;7
2341;Guy;Field;1;7
2342;Jarre;Iola;1;7
2343;Iola;Bronibor;1;7
2344;Iola;Jarre;1;7
2345;King;Meve;2;7
2346;King;Ardal;1;7
2347;Meve;Ardal;1;7
2348;Ciri;Marti;1;7
2349;Milo;Marti;1;7
2350;Ciri;Stefan;1;7
2351;Vilgefortz;Aen;2;7
2352;Milva;Maria;2;7
2353;Geralt;Maria;1;7
2354;Ciri;Emiel;2;7
2355;Geralt;Emiel;2;7
2356;Emiel;Ciri;1;7
2357;Yennefer;Emiel;1;7
2358;Vilgefortz;Emiel;1;7
2359;Geralt;Vilgefortz;22;7
2360;Count;Stefan;1;7
2361;Leo;Vilgefortz;1;7
2362;Ciri;Cahir;6;7
2363;Cahir;Two;1;7
2364;Cahir;Aillil;1;7
2365;Fringilla;Count;1;7
2366;Count;Ciri;2;7
2367;Ciri;Leo;1;7
2368;Leo;Yennefer;1;7
2369;Leo;Ciri;1;7
2370;Geralt;Emhyr;2;7
2371;Geralt;Pavetta;2;7
2372;Emhyr;Vilgefortz;2;7
2373;Emhyr;Pavetta;2;7
2374;Vilgefortz;Pavetta;1;7
2375;Pavetta;Emhyr;2;7
2376;Emhyr;Duke;1;7
2377;Duke;Emhyr;1;7
2378;Emhyr;Xarthisius;1;7
2379;Xarthisius;Vilgefortz;1;7
2380;Vilgefortz;Braathens;1;7
2381;Pavetta;Vilgefortz;1;7
2382;Pavetta;Ciri;1;7
2383;Emhyr;Calanthe;1;7
2384;Geralt;Calanthe;1;7
2385;Calanthe;Vilgefortz;1;7
2386;Calanthe;Ciri;1;7
2387;Emhyr;Ciri;3;7
2388;Francesca;Geralt;1;7
2389;Francesca;Fringilla;1;7
2390;Pavetta;Calanthe;1;7
2391;Pavetta;Cyrus;1;7
2392;Calanthe;Cyrus;1;7
2393;Cyrus;Calanthe;1;7
2394;Calanthe;Triss;1;7
2395;Triss;Ciri;12;7
2396;Shilard;King;1;7
2397;Shilard;Foltest;2;7
2398;Shilard;Henselt;1;7
2399;King;Foltest;1;7
2400;King;Henselt;2;7
2401;Foltest;Henselt;4;7
2402;Henselt;King;2;7
2403;Henselt;Meve;2;7
2404;Henselt;Demavend;4;7
2405;King;Demavend;3;7
2406;Meve;Demavend;1;7
2407;Meve;Henselt;1;7
2408;Demavend;Henselt;2;7
2409;Foltest;Demavend;1;7
2410;Demavend;Cyrus;2;7
2411;Demavend;Shilard;3;7
2412;Cyrus;Shilard;1;7
2413;Sabrina;Emhyr;1;7
2414;Sabrina;Demavend;3;7
2415;Sabrina;Shilard;1;7
2416;Emhyr;Demavend;2;7
2417;Emhyr;Shilard;2;7
2418;Demavend;Assire;3;7
2419;Shilard;Assire;1;7
2420;Assire;Francesca;1;7
2421;Sabrina;Francesca;3;7
2422;Sabrina;Margarita;2;7
2423;Francesca;Sabrina;2;7
2424;Francesca;Margarita;1;7
2425;Francesca;King;2;7
2426;Sabrina;King;1;7
2427;Margarita;King;1;7
2428;Margarita;Demavend;1;7
2429;Francesca;Demavend;3;7
2430;King;Sabrina;1;7
2431;King;Francesca;1;7
2432;Demavend;Sabrina;1;7
2433;Demavend;Francesca;2;7
2434;Demavend;Philippa;2;7
2435;Philippa;Demavend;4;7
2436;Philippa;Assire;1;7
2437;Riordain;Isengrim;1;7
2438;Shilard;Baron;4;7
2439;Baron;Ambassador;1;7
2440;Ambassador;Shilard;1;7
2441;Baron;Shilard;2;7
2442;Shilard;Emhyr;2;7
2443;Shilard;Demavend;1;7
2444;Foltest;Meve;2;7
2445;Henselt;Foltest;1;7
2446;Meve;Foltest;1;7
2447;Meve;Calanthe;1;7
2448;Foltest;Calanthe;1;7
2449;Philippa;Foltest;1;7
2450;Foltest;Philippa;1;7
2451;Foltest;Emhyr;1;7
2452;Philippa;Emhyr;1;7
2453;Emhyr;Margarita;1;7
2454;Margarita;Assire;1;7
2455;Triss;Vattier;1;7
2456;Vattier;Emhyr;2;7
2457;Vattier;Count;2;7
2458;Vattier;Stefan;1;7
2459;Zuleyka;Ciri;2;7
2460;Zuleyka;Calanthe;1;7
2461;Zuleyka;Shilard;1;7
2462;Ciri;Calanthe;1;7
2463;Ciri;Shilard;1;7
2464;Calanthe;Shilard;1;7
2465;Calanthe;Emhyr;1;7
2466;Pavetta;Philippa;1;7
2467;Demavend;Radovid;1;7
2468;Cyrus;Radovid;2;7
2469;Philippa;Radovid;1;7
2470;Nenneke;Iola;1;7
2471;Iola;Milo;1;7
2472;Philippa;Sigismund;1;7
2473;Lucienne;Jarre;8;7
2474;Jarre;Lucienne;6;7
2475;Two;Lucienne;1;7
2476;Toruviel;Lucienne;1;7
2477;Rayla;Barclay;2;7
2478;Isengrim;Riordain;1;7
2479;Philippa;King;2;7
2480;Ciri;Beau;1;7
2481;Dandelion;Beau;2;7
2482;Beau;Count;1;7
2483;Julia;Ciri;1;7
2484;Julia;Count;3;7
2485;Ciri;Count;1;7
2486;Ciri;Julia;1;7
2487;Count;Julia;1;7
2488;Julia;Anna;1;7
2489;Dandelion;Anna;1;7
2490;Anna;Beau;1;7
2491;Dandelion;Baron;1;7
2492;Fringilla;Jan;1;7
2493;Jan;Dandelion;1;7
2494;Yennefer;Kelpie;2;7
2495;Kelpie;Geralt;1;7
2496;Kelpie;Dandelion;1;7
2497;Yennefer;Triss;10;7
2498;Ciri;Margarita;2;7
2499;Triss;Margarita;2;7
2500;Triss;Yennefer;15;7
2501;Margarita;Yennefer;2;7
2502;Margarita;Ciri;1;7
2503;Yennefer;Philippa;2;7
2504;Philippa;Ciri;7;7
2505;Ciri;Francesca;3;7
2506;Francesca;Yennefer;2;7
2507;Francesca;Tissaia;2;7
2508;Yennefer;Tissaia;8;7
2509;Tissaia;Ciri;2;7
2510;Emhyr;Philippa;1;7
2511;Philippa;Esterad;1;7
2512;Philippa;Zuleyka;1;7
